"sg_uf";"cd_municipio";"nm_municipio";"nr_zona";"nr_secao";"qt_votos_presidente";"qt_votos_pre_22";"qt_votos_pre_13";"qt_votos_pre_outros";"qt_votos_governador";"url_tse"
"AL";"28215";"OURO BRANCO";"50";"48";"302";"50";"230";"22";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28215;zn=50;se=48/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"287";"304";"141";"113";"50";"301";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=287/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"360";"392";"215";"126";"51";"386";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=360/dados-de-urna/boletim-de-urna"
"AL";"27537";"FELIZ DESERTO";"7";"140";"225";"61";"150";"14";"223";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27537;zn=7;se=140/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"140";"338";"178";"123";"37";"331";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=140/dados-de-urna/boletim-de-urna"
"AL";"27219";"BRANQUINHA";"9";"12";"263";"63";"174";"26";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27219;zn=9;se=12/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"128";"377";"200";"134";"43";"374";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=128/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"182";"282";"138";"100";"44";"281";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=182/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"192";"392";"207";"125";"60";"386";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=192/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"306";"348";"197";"119";"32";"342";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=306/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"396";"310";"140";"132";"38";"300";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=396/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"42";"300";"130";"124";"46";"298";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=42/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"33";"302";"283";"119";"125";"39";"278";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=33;se=302/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"398";"388";"176";"165";"47";"387";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=398/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"134";"380";"186";"136";"58";"378";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=134/dados-de-urna/boletim-de-urna"
"AL";"28711";"SÃO MIGUEL DOS CAMPOS";"18";"130";"331";"178";"125";"28";"330";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28711;zn=18;se=130/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"284";"358";"135";"175";"48";"355";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=284/dados-de-urna/boletim-de-urna"
"AL";"27898";"MARAGOGI";"14";"142";"311";"181";"109";"21";"304";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27898;zn=14;se=142/dados-de-urna/boletim-de-urna"
"AL";"27073";"ATALAIA";"6";"43";"241";"96";"122";"23";"239";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27073;zn=6;se=43/dados-de-urna/boletim-de-urna"
"AL";"28258";"PALMEIRA DOS ÍNDIOS";"10";"63";"259";"94";"137";"28";"251";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28258;zn=10;se=63/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"277";"300";"155";"113";"32";"298";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=277/dados-de-urna/boletim-de-urna"
"AL";"27499";"DOIS RIACHOS";"46";"40";"287";"53";"205";"29";"286";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27499;zn=46;se=40/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"393";"388";"192";"142";"54";"382";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=393/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"88";"290";"152";"101";"37";"282";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=88/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"181";"360";"207";"111";"42";"355";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=181/dados-de-urna/boletim-de-urna"
"AL";"28851";"UNIÃO DOS PALMARES";"21";"38";"232";"86";"122";"24";"228";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28851;zn=21;se=38/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"236";"360";"156";"143";"61";"359";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=236/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"138";"396";"197";"154";"45";"393";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=138/dados-de-urna/boletim-de-urna"
"AL";"28851";"UNIÃO DOS PALMARES";"21";"60";"291";"88";"164";"39";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28851;zn=21;se=60/dados-de-urna/boletim-de-urna"
"AL";"27081";"CAMPESTRE";"53";"148";"266";"84";"164";"18";"263";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27081;zn=53;se=148/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"128";"294";"124";"121";"49";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=128/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"393";"331";"138";"142";"51";"325";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=393/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"12";"323";"153";"117";"53";"312";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=12/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"273";"299";"152";"104";"43";"298";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=273/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"23";"167";"96";"48";"23";"165";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=23/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"525";"322";"129";"162";"31";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=525/dados-de-urna/boletim-de-urna"
"AL";"28339";"PENEDO";"13";"88";"268";"86";"157";"25";"266";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28339;zn=13;se=88/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"182";"363";"204";"112";"47";"357";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=182/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"438";"414";"195";"180";"39";"346";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=438/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"141";"328";"175";"117";"36";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=141/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"342";"300";"152";"114";"34";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=342/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"376";"338";"164";"132";"42";"335";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=376/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"308";"342";"164";"141";"37";"334";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=308/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"10";"398";"186";"146";"66";"395";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=10/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"424";"370";"183";"145";"42";"283";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=424/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"199";"319";"145";"128";"46";"316";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=199/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"29";"330";"156";"124";"50";"328";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=29/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"264";"367";"148";"161";"58";"363";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=264/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"469";"368";"174";"143";"51";"360";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=469/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"536";"343";"195";"111";"37";"340";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=536/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"239";"296";"142";"118";"36";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=239/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"2";"323";"140";"136";"47";"314";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=2/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"468";"376";"178";"153";"45";"372";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=468/dados-de-urna/boletim-de-urna"
"AL";"27278";"CAMPO ALEGRE";"47";"19";"275";"67";"172";"36";"274";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27278;zn=47;se=19/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"430";"356";"156";"157";"43";"350";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=430/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"541";"324";"137";"144";"43";"323";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=541/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"580";"286";"112";"131";"43";"285";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=580/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"371";"339";"171";"113";"55";"332";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=371/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"503";"410";"192";"176";"42";"409";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=503/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"7";"292";"131";"117";"44";"282";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=7/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"135";"322";"166";"112";"44";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=135/dados-de-urna/boletim-de-urna"
"AL";"27014";"ÁGUA BRANCA";"39";"64";"282";"22";"243";"17";"281";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27014;zn=39;se=64/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"415";"239";"123";"88";"28";"236";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=415/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"202";"415";"220";"138";"57";"411";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=202/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"517";"385";"160";"175";"50";"379";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=517/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"471";"366";"171";"152";"43";"363";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=471/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"354";"332";"139";"147";"46";"321";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=354/dados-de-urna/boletim-de-urna"
"AL";"28851";"UNIÃO DOS PALMARES";"21";"193";"258";"73";"158";"27";"253";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28851;zn=21;se=193/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"77";"326";"151";"117";"58";"324";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=77/dados-de-urna/boletim-de-urna"
"AL";"27596";"IBATEGUARA";"16";"66";"301";"91";"169";"41";"297";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27596;zn=16;se=66/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"69";"323";"147";"132";"44";"317";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=69/dados-de-urna/boletim-de-urna"
"AL";"28711";"SÃO MIGUEL DOS CAMPOS";"18";"267";"169";"64";"88";"17";"167";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28711;zn=18;se=267/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"428";"393";"213";"125";"55";"390";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=428/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"427";"355";"139";"164";"52";"351";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=427/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"110";"398";"196";"142";"60";"388";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=110/dados-de-urna/boletim-de-urna"
"AL";"28592";"SANTANA DO IPANEMA";"19";"115";"192";"59";"118";"15";"191";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28592;zn=19;se=115/dados-de-urna/boletim-de-urna"
"AL";"27014";"ÁGUA BRANCA";"39";"28";"289";"39";"221";"29";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27014;zn=39;se=28/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"473";"374";"155";"159";"60";"369";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=473/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"314";"370";"169";"147";"54";"368";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=314/dados-de-urna/boletim-de-urna"
"AL";"28215";"OURO BRANCO";"50";"52";"279";"54";"203";"22";"278";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=28215;zn=50;se=52/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"313";"344";"173";"122";"49";"337";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=313/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"130";"298";"120";"138";"40";"292";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=130/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"553";"319";"156";"128";"35";"315";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=553/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"345";"394";"186";"151";"57";"388";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=345/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"33";"305";"300";"130";"130";"40";"295";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=33;se=305/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"330";"305";"148";"127";"30";"288";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=330/dados-de-urna/boletim-de-urna"
"AL";"27197";"BOCA DA MATA";"48";"11";"255";"109";"119";"27";"254";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27197;zn=48;se=11/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"106";"336";"174";"117";"45";"329";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=106/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"350";"373";"142";"183";"48";"369";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=350/dados-de-urna/boletim-de-urna"
"AL";"27790";"JUNQUEIRO";"34";"222";"137";"43";"72";"22";"136";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27790;zn=34;se=222/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"524";"46";"20";"22";"4";"45";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=524/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"339";"375";"171";"142";"62";"373";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=339/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"526";"342";"180";"130";"32";"340";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=526/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"55";"84";"339";"175";"134";"30";"273";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=55;se=84/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"27";"349";"154";"134";"61";"340";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=27/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"112";"394";"214";"124";"56";"385";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=112/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"331";"390";"182";"157";"51";"388";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=331/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"178";"271";"141";"93";"37";"261";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=178/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"133";"418";"198";"150";"70";"417";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=133/dados-de-urna/boletim-de-urna"
"AL";"27634";"IGREJA NOVA";"37";"119";"253";"61";"171";"21";"250";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27634;zn=37;se=119/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"433";"394";"206";"156";"32";"152";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=433/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"31";"368";"167";"155";"46";"351";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=31/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"111";"285";"135";"110";"40";"283";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=111/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"189";"327";"181";"106";"40";"276";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=189/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"511";"283";"115";"147";"21";"282";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=511/dados-de-urna/boletim-de-urna"
"AL";"27057";"ARAPIRACA";"22";"534";"326";"158";"129";"39";"325";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27057;zn=22;se=534/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"153";"388";"193";"140";"55";"387";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=153/dados-de-urna/boletim-de-urna"
"AL";"27472";"DELMIRO GOUVEIA";"40";"90";"224";"51";"160";"13";"215";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27472;zn=40;se=90/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"2";"274";"414";"206";"159";"49";"402";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=2;se=274/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"3";"407";"233";"90";"110";"33";"232";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=3;se=407/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"523";"264";"142";"89";"33";"251";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=523/dados-de-urna/boletim-de-urna"
"AL";"27855";"MACEIÓ";"54";"522";"399";"183";"170";"46";"392";"https://resultados.tse.jus.br/oficial/app/index.html#/eleicao;e=e544;uf=AL;ufbu=AL;mubu=27855;zn=54;se=522/dados-de-urna/boletim-de-urna"
